group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,boy plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9908070266246796,-0.988508403301239|-0.9931056499481201,Canonical,,(play_game charlie soccer),0.952567994594574,0.952567994594574,,,0,2,1,,,,True,1.0,-1.0,boy|plays|soccer,
Word,word_group,train,charlie plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9905466437339783,-0.9880635738372803|-0.9930297136306763,Canonical,,(play_game charlie soccer),0.9517771005630493,0.9517771005630493,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|football,
Word,word_group,train,football is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9921948909759521,-0.9892042875289917|-0.9951854944229126,Canonical,,(play_game charlie soccer),0.9631790518760681,0.9631790518760681,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|charlie,
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.992264449596405,-0.9893015623092651|-0.9952273368835449,Canonical,,(play_game charlie soccer),0.9632309675216675,0.9632309675216675,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9905833601951599,-0.9881244897842407|-0.9930422306060791,Canonical,,(play_game charlie soccer),0.9516842365264893,0.9516842365264893,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,test,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9907714128494263,-0.9884494543075562|-0.9930933713912964,Canonical,,(play_game charlie soccer),0.9526597857475281,0.9526597857475281,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,test,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9922613501548767,-0.9893012046813965|-0.9952214956283569,Canonical,,(play_game charlie soccer),0.9631524085998535,0.9631524085998535,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,test,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9921980798244476,-0.9892047643661499|-0.9951913952827454,Canonical,,(play_game charlie soccer),0.963257372379303,0.963257372379303,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Sentence,sentence_group,train,boy beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9569684068361918,-0.9730573296546936|-0.9561487436294556|-0.9416991472244263,Canonical,-0.02246248722076416,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8442464470863342,0.9259719848632812|0.8074458837509155|0.8442464470863342,,0.8074458837509155,0,3,3,,,,True,1.0,-0.9568905035654703,boy|beats|sophia,0.9259719848632812
Sentence,sentence_group,train,boy loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9509021043777466,-0.9649462103843689|-0.9289277791976929|-0.958832323551178,Canonical,-0.020662128925323486,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8794700503349304,0.9284376502037048|0.871826708316803|0.8794700503349304,,0.871826708316803,0,3,3,,,,True,1.0,-0.9643286069234213,boy|loses|to|sophia,0.9284376502037048
Sentence,sentence_group,train,charlie beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9568996429443359,-0.9730735421180725|-0.9560139179229736|-0.9416114687919617,Canonical,-0.02244722843170166,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.844143271446228,0.9258927702903748|0.8072882294654846|0.844143271446228,,0.8072882294654846,0,3,3,,,,True,1.0,-0.9568905035654703,charlie|beats|sophia,0.9258927702903748
Sentence,sentence_group,train,charlie loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9508927663167318,-0.9649102687835693|-0.9289137721061707|-0.9588542580604553,Canonical,-0.02063882350921631,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.879544734954834,0.9284666776657104|0.8719004392623901|0.879544734954834,,0.8719004392623901,0,3,3,,,,True,1.0,-0.9643286069234213,charlie|loses|to|sophia,0.9284666776657104
Sentence,sentence_group,train,heidi beats boy,(win charlie)|(win sophia)|(lose heidi),-0.9836290876070658,-0.9686926603317261|-0.9913409948348999|-0.9908536076545715,Canonical,-0.030412375926971436,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.9096866250038147,0.9647343754768372|0.9154636263847351|0.9096866250038147,,0.9154636263847351,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|boy,0.9647343754768372
Sentence,sentence_group,train,heidi beats charlie,(win charlie)|(win sophia)|(lose heidi),-0.9835449854532877,-0.9685294032096863|-0.9912858009338379|-0.9908197522163391,Canonical,-0.030450820922851562,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.9095088839530945,0.9646088480949402|0.9153105616569519|0.9095088839530945,,0.9153105616569519,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|charlie,0.9646088480949402
Sentence,sentence_group,train,heidi loses to boy,(lose charlie)|(win heidi)|(win sophia),-0.9844633936882019,-0.9844996333122253|-0.9954723119735718|-0.9734182357788086,Canonical,-0.06441423296928406,(win charlie)|(lose heidi)|(and (lose heidi) (win charlie)),0.7486298084259033,0.9423025846481323|0.6837854981422424|0.7486298084259033,,0.6837854981422424,0,3,3,,,,True,1.0,-0.9786379535992941,heidi|loses|to|boy,0.9423025846481323
Sentence,sentence_group,train,heidi loses to charlie,(lose charlie)|(win heidi)|(win sophia),-0.9844652414321899,-0.9844768643379211|-0.995480477809906|-0.9734383821487427,Canonical,-0.06436330080032349,(win charlie)|(lose heidi)|(and (lose heidi) (win charlie)),0.748598039150238,0.9420326948165894|0.6838899850845337|0.748598039150238,,0.6838899850845337,0,3,3,,,,True,1.0,-0.9786379535992941,heidi|loses|to|charlie,0.9420326948165894
Sentence,sentence_group,train,sophia beats heidi,(win charlie)|(win heidi)|(lose sophia),-0.9888500769933065,-0.9830016493797302|-0.99247807264328|-0.9910705089569092,Canonical,-0.03357583284378052,(win sophia)|(lose heidi)|(and (win sophia) (lose heidi)),0.9075165390968323,0.9503861665725708|0.9317985773086548|0.9075165390968323,,0.9317985773086548,0,3,3,,,,True,1.0,-0.9908405145009359,sophia|beats|heidi,0.9503861665725708
Sentence,sentence_group,train,sophia loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.982971727848053,-0.9875481724739075|-0.9711238741874695|-0.990243136882782,Canonical,-0.03761681914329529,(win heidi)|(lose sophia)|(and (lose sophia) (win heidi)),0.8888232111930847,0.948411762714386|0.904468297958374|0.8888232111930847,,0.904468297958374,0,3,3,,,,True,1.0,-0.9834784269332886,sophia|loses|to|heidi,0.948411762714386
Sentence,sentence_group,test,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.8339370687802633,-0.9920129179954529|-0.6893668174743652|-0.8204314708709717,Canonical,-0.13830755650997162,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.5176663994789124,0.8293628692626953|0.48258504271507263|0.5176663994789124,,0.48258504271507263,0,3,3,,,-0.13830755650997162,True,1.0,-0.9786379535992941,boy|beats|heidi,0.8293628692626953
Sentence,sentence_group,test,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.6887500484784445,-0.5712862014770508|-0.9768734574317932|-0.5180904865264893,Canonical,-0.08974745869636536,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.7065577507019043,0.6482882499694824|0.9443221688270569|0.7065577507019043,,0.9443221688270569,0,3,3,,,-0.08974745869636536,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.6482882499694824
Sentence,sentence_group,test,charlie beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.8327037692070007,-0.9919926524162292|-0.6869418621063232|-0.8191767930984497,Canonical,-0.13860701024532318,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.5171120762825012,0.8285263180732727|0.4829118549823761|0.5171120762825012,,0.4829118549823761,0,3,3,,,-0.13860701024532318,True,1.0,-0.9786379535992941,charlie|beats|heidi,0.8285263180732727
Sentence,sentence_group,test,charlie loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.6882609724998474,-0.5706694722175598|-0.976867139339447|-0.5172463059425354,Canonical,-0.08986595273017883,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.706175684928894,0.6477550268173218|0.944328248500824|0.706175684928894,,0.944328248500824,0,3,3,,,-0.08986595273017883,True,1.0,-0.9862007300059,charlie|loses|to|heidi,0.6477550268173218
Sentence,sentence_group,test,heidi beats sophia,(win charlie)|(win sophia)|(lose heidi),-0.9830125371615092,-0.9729150533676147|-0.9896934628486633|-0.9864290952682495,Canonical,-0.034769535064697266,(win heidi)|(lose sophia)|(and (win heidi) (lose sophia)),0.896254301071167,0.9500436782836914|0.9120039939880371|0.896254301071167,,0.9120039939880371,0,3,3,,,-0.034769535064697266,True,1.0,-0.9834784269332886,heidi|beats|sophia,0.9500436782836914
Sentence,sentence_group,test,heidi loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9942227602005005,-0.9950433969497681|-0.9918518662452698|-0.9957730174064636,Canonical,-0.024779021739959717,(win sophia)|(lose heidi)|(and (lose heidi) (win sophia)),0.9349682927131653,0.9637336134910583|0.9557610154151917|0.9349682927131653,,0.9557610154151917,0,3,3,,,-0.024779021739959717,True,1.0,-0.9908405145009359,heidi|loses|to|sophia,0.9637336134910583
Sentence,sentence_group,test,sophia beats boy,(win charlie)|(win heidi)|(lose sophia),-0.9727841218312582,-0.953730583190918|-0.9799207448959351|-0.9847010374069214,Canonical,-0.011278688907623291,(win sophia)|(lose charlie)|(and (win sophia) (lose charlie)),0.9299220442771912,0.9567824602127075|0.9256190061569214|0.9299220442771912,,0.9256190061569214,0,3,3,,,-0.011278688907623291,True,1.0,-0.9643286069234213,sophia|beats|boy,0.9567824602127075
Sentence,sentence_group,test,sophia beats charlie,(win charlie)|(win heidi)|(lose sophia),-0.9723968903223673,-0.9531558156013489|-0.9796004891395569|-0.9844343662261963,Canonical,-0.011382430791854858,(win sophia)|(lose charlie)|(and (win sophia) (lose charlie)),0.9292559623718262,0.9561835527420044|0.9250932335853577|0.9292559623718262,,0.9250932335853577,0,3,3,,,-0.011382430791854858,True,1.0,-0.9643286069234213,sophia|beats|charlie,0.9561835527420044
Sentence,sentence_group,test,sophia loses to boy,(lose charlie)|(win heidi)|(win sophia),-0.9416231115659078,-0.9263913631439209|-0.927470862865448|-0.9710071086883545,Canonical,-0.03669261932373047,(win charlie)|(lose sophia)|(and (lose sophia) (win charlie)),0.8090497851371765,0.9154400825500488|0.7760447263717651|0.8090497851371765,,0.7760447263717651,0,3,3,,,-0.03669261932373047,True,1.0,-0.9568905035654703,sophia|loses|to|boy,0.9154400825500488
Sentence,sentence_group,test,sophia loses to charlie,(lose charlie)|(win heidi)|(win sophia),-0.9421816468238831,-0.9269325137138367|-0.9285474419593811|-0.9710649847984314,Canonical,-0.036548912525177,(win charlie)|(lose sophia)|(and (lose sophia) (win charlie)),0.8087529540061951,0.9160677194595337|0.7745360136032104|0.8087529540061951,,0.7745360136032104,0,3,3,,,-0.036548912525177,True,1.0,-0.9568905035654703,sophia|loses|to|charlie,0.9160677194595337
Complex_Event,complex_event,train,boy plays chess in bedroom,(play_game charlie hide_n_seek)|(location charlie playground),-0.7820147573947906,-0.9708189964294434|-0.5932105183601379,Canonical,-0.023972421884536743,(play_game charlie chess)|(location charlie bedroom)|(and (play_game charlie chess) (location charlie bedroom)),0.8604153394699097,0.9238985776901245|0.8448769450187683|0.8604153394699097,0.8448769450187683,,1,2,3,0.9238985776901245,,,True,1.0,-0.8382396101951599,boy|plays|chess|in|bedroom,
